,domain,ip,rrtype,source,first_seen,last_seen
746,triinam.cf,13.229.38.226,A,Risk IQ,2020-11-10 19:10:55,2021-04-27 03:50:48
747,shopchinhhang.cf,13.229.38.226,A,Risk IQ,2021-04-02 14:36:58,2021-06-01 19:12:02
748,suckhoenguoiviet.cc,13.229.38.226,A,Risk IQ,2021-05-03 21:50:26,2021-06-15 23:23:43
749,hpclandmark.cf,13.229.38.226,A,Risk IQ,2021-05-04 15:09:55,2021-05-12 18:17:07
750,bao-cao-su-chinh-hang.cf,13.229.38.226,A,Risk IQ,2021-03-01 07:11:00,2021-06-04 23:01:50
751,tuans.co,13.229.38.226,A,Risk IQ,2020-07-14 00:55:11,2021-06-16 18:18:52
752,dtx-vn.co,13.229.38.226,A,Risk IQ,2020-11-30 08:26:18,2021-05-29 05:00:46
753,bdsvang.cf,13.229.38.226,A,Risk IQ,2021-04-29 16:27:18,2021-04-30 07:25:07
754,flames13.cf,13.229.38.226,A,Risk IQ,2020-10-29 11:48:34,2021-05-03 05:01:16
755,sanphamchinhang-yakumi.cf,13.229.38.226,A,Risk IQ,2020-09-06 22:42:01,2021-06-06 01:24:28
756,zawa.cf,13.229.38.226,A,Risk IQ,2020-09-02 23:43:11,2021-06-13 02:55:59
757,tieudung-online.xyz,13.229.38.226,A,Risk IQ,2021-03-21 17:00:00,2021-03-21 17:00:00
